tds,turbidity,ph,quality_label
683.3768346797236,1.17162951016559,9.001582481748738,Acceptable
1113.6020186912572,2.1563604223689787,6.204341731111784,Acceptable
1054.6168150451563,4.344405707398804,7.883884825400337,Acceptable
460.6425843516622,3.418584064762812,6.375116398748554,Acceptable
1139.2155806195633,23.253180339671978,6.337624418477816,Acceptable
1692.9649485931418,2.276783782071801,9.28711051482024,Acceptable
411.99147626319245,2.8094324279306275,7.4322649309448305,Acceptable
716.2029225251669,3.625497310188628,6.2613057151813845,Acceptable
801.1035599908705,11.128635780824654,6.1616531243628865,Acceptable
577.5333873070317,5.775197303448801,8.964739287558512,Acceptable
519.006135815066,8.289755384320385,8.801847382019389,Acceptable
1067.7486150470472,4.659544457184883,9.056834849667824,Acceptable
999.2124616534023,1.5906874853117652,9.221393455560563,Acceptable
1341.4840536359673,1.6015548551875385,6.939793542481937,Acceptable
673.5677332670915,1.733297395459344,6.1753755359185325,Acceptable
657.038527239878,26.753262437256605,8.728387915612629,Acceptable
1015.1172760272754,12.865320309864149,6.230921652209382,Acceptable
1086.0824511800176,3.5278700137773154,9.008581767431892,Acceptable
778.2041216250465,3.763048813770773,6.352195255083091,Acceptable
567.0490541713496,20.348090734149284,7.115747041130957,Acceptable
958.1669260657397,19.797979363193825,6.029858509596516,Acceptable
1063.8742202584908,1.857735816985378,9.807530260561824,Acceptable
816.6634678071753,2.1668650077842315,6.107416796260119,Acceptable
1034.8916116581588,5.364459170219778,6.210697420275182,Acceptable
1042.8267647194969,8.547320249336153,6.622961613976216,Acceptable
952.1061832505482,11.870414718263795,7.181171069699459,Acceptable
978.4706681564905,2.183919826252828,6.7267483302377356,Acceptable
772.4795743345346,1.9430383726606186,5.705438247123151,Acceptable
881.8446530071153,5.450542709893867,8.775026728687841,Acceptable
951.6869690318093,3.814016581610029,5.238435828959255,Acceptable
490.28524038238487,10.59073582005883,6.762357398314289,Acceptable
675.1784313900688,5.505350287722665,7.773655413379797,Acceptable
439.7064783112828,4.126733481128904,6.544619594343029,Acceptable
735.9680873519931,8.284425453603305,6.260279200621819,Acceptable
953.9744300688399,7.413699789855442,8.70208191666717,Acceptable
1575.7498229156452,1.6429559557380895,9.932357348271212,Acceptable
626.1517465609318,6.670420312523516,5.501339447232399,Acceptable
500.3161688657376,0.6138311342623581,7.847886938629929,Acceptable
628.9454130264342,7.133401517715135,6.169791001617499,Acceptable
646.2310066024297,7.489447429603354,7.691934889123986,Acceptable
814.7429899565193,5.330184339131772,6.373326104347774,Acceptable
603.9896490189684,7.75457324389098,7.562367185095088,Acceptable
1460.0876523104812,3.2786339218301372,9.789603435782277,Acceptable
1087.0380488259382,0.216990360647705,9.604267183454828,Acceptable
1395.4270870490907,3.65301162473447,5.917837253717421,Acceptable
884.3633926302692,9.577058322223342,7.52859575532809,Acceptable
842.0309990048903,2.4563113665588276,6.376119250233766,Acceptable
914.3663064424387,0.2990261428986992,6.1616033145053555,Acceptable
765.3827183600652,5.106230527787824,5.744603096171277,Acceptable
1180.4302538609575,12.82659778752365,6.913069050407632,Acceptable
992.679171821704,1.5551434407424582,6.415143440742458,Acceptable
1117.7375749247267,0.8305648601917988,9.087294537672907,Acceptable
1075.503266764957,3.6559640092790975,5.039865533465101,Acceptable
612.737109717407,9.161162757365044,5.063255720622125,Acceptable
567.5542293792192,3.4167626270093114,6.4661722658152065,Acceptable
637.6489103472293,4.2259080439755765,6.705520464133243,Acceptable
503.4414701844015,5.220132332876626,6.391399177043676,Acceptable
776.9770988364496,1.563763969137446,5.609755785086264,Acceptable
829.2847434051956,8.12957309353239,6.599620527584345,Acceptable
585.4724832596463,7.0108841655264005,5.895170070294863,Acceptable
709.9752632635946,3.0189648886240588,6.3148420992231635,Acceptable
890.8784437899875,6.720584651645522,6.645425950861245,Acceptable
1246.0774728475492,18.269439967859743,6.028371857323551,Acceptable
624.8871665517004,6.871019911503795,6.014709436724031,Acceptable
606.3532920687258,10.553078655154962,6.429080488400384,Acceptable
879.731217417898,20.555532896989337,6.526504699569906,Acceptable
1015.4744254395692,2.2450786363823356,8.142367122516237,Acceptable
900.3622442499264,6.343083301618447,7.728410853163368,Acceptable
930.7995694365331,0.8917538266461909,8.236010709893396,Acceptable
831.2737360019923,4.4344309065249785,8.642994003818709,Acceptable
825.3403840110512,13.193087115925596,6.441581959067929,Acceptable
816.9855364740565,2.0280727131095904,5.810634059763265,Acceptable
1051.1422901077888,1.1103016596326378,9.289335096098547,Acceptable
812.2804361595083,18.38306452082361,7.9473631709182335,Acceptable
560.828282934978,27.76939851117122,5.295026487868402,Acceptable
377.20166318122745,7.787779330915662,6.532764692070889,Acceptable
329.99400574201485,4.351852117996007,8.839289300054455,Acceptable
582.0963930301011,9.84614278392737,6.107034417629428,Acceptable
1210.2421130798966,22.45524413125817,7.148641449363152,Acceptable
1176.6068720315704,1.5478146078704875,9.423011574592351,Acceptable
834.1232014244799,1.6845630157214797,5.598932858506682,Acceptable
1165.9089592045814,2.209337675642651,7.725245999441691,Acceptable
1376.7561245887123,1.2881358314131532,5.576924121831703,Acceptable
877.0419533140716,2.9392218945056614,5.925403810024115,Acceptable
328.81427270753755,4.283462371672932,8.450222442171036,Acceptable
915.0268164799947,3.427331460005927,8.634761230052355,Acceptable
1345.140031709454,3.371369489628144,5.960108082083757,Acceptable
772.3355289026196,2.9809117137780516,6.176373884120215,Acceptable
588.6062704159357,17.152736983460194,6.25151298274133,Acceptable
783.5284097207565,5.445136265660117,6.7864636111697445,Acceptable
859.0086695136221,8.666616041605103,6.511330486377888,Acceptable
1042.285295155503,6.241338722375023,5.858866196924003,Acceptable
1343.763297050708,8.32526490774063,7.843658172309898,Acceptable
505.8391992326403,2.6782971307678864,6.735446975084711,Acceptable
590.5145436461212,3.3210437744727113,5.639344666424832,Acceptable
732.5490408777334,7.126993882918859,7.596419911324902,Acceptable
627.7283575896151,1.6290450880247334,5.9752691969625005,Acceptable
997.170669539774,13.158736717000034,6.9975722671773894,Acceptable
890.5815100161284,5.707607091931709,6.158375961291912,Acceptable
858.2495784933448,8.779047034389347,7.054795362746174,Acceptable
1677.1226673998494,10.849139292465964,5.4857431579825615,Acceptable
989.3840040954884,10.214320705577215,7.329239752935809,Acceptable
711.0805855055972,8.592106822452166,7.656991452086697,Acceptable
981.1652499749681,1.2318860898911788,7.891803743602264,Acceptable
954.1024265853904,7.076458192627,6.345960547106355,Acceptable
1060.682915400667,6.981486327204664,6.587606911487049,Acceptable
617.7558491496512,1.5713255018946195,6.483305718710529,Acceptable
750.1701941009565,6.614370969122769,7.879166084779898,Acceptable
862.330953041036,6.594317677088005,6.403234804591743,Acceptable
642.5566725989588,8.101621224265655,6.244405923050881,Acceptable
590.4243589243353,14.170848899898553,7.12298712311753,Acceptable
883.6470165471039,2.0322024951194204,5.97691428166756,Acceptable
524.2060536904635,3.952552117576053,6.383737839232254,Acceptable
477.83018625619627,3.2297576889686535,7.112905062732781,Acceptable
749.3711485816901,1.6603140477372529,5.880383836123309,Acceptable
1306.4021877490682,2.7816912481285003,9.425774869274042,Acceptable
1413.879646564876,1.331120040186959,5.4886016686719135,Acceptable
784.1369657240505,1.6099993880138017,6.228137348592446,Acceptable
839.3919596517169,15.940515670800664,6.661050167939027,Acceptable
1422.6383058264964,2.3235331750735204,5.952768608832178,Acceptable
707.9073841871411,3.278206875708077,6.385870608569999,Acceptable
953.4238417477128,7.697409055763733,9.089176762525092,Acceptable
828.0957859574047,9.617671793088336,6.806507689632506,Acceptable
768.9533940988034,11.487431309587281,7.07083555747987,Acceptable
301.4509371189825,2.5997637238038775,7.276780137469494,Acceptable
914.3373882067758,0.2845033285129476,6.172431728740346,Acceptable
674.8435136685307,4.870425876498279,8.057465922383345,Acceptable
680.3577689076116,0.9265050251546985,7.00873611754306,Acceptable
1108.8018121696355,7.122337736957091,8.018029361504652,Acceptable
723.9254689742795,2.2763893236666934,6.968796441222231,Acceptable
719.1023396959803,2.6530945759366236,6.237471584030596,Acceptable
680.8737112072745,8.139725573326988,9.387825703153984,Acceptable
1137.7712211945068,17.600445331547473,6.345610597253371,Acceptable
819.9072298747567,7.501239710591914,6.202828266055145,Acceptable
704.8748910321691,0.732820821458237,5.7762953990229615,Acceptable
920.4338773326825,4.003962850116249,6.877512827615061,Acceptable
711.0829976252711,15.347808952703888,7.036018997830917,Acceptable
589.8981808138952,3.9677995227875966,7.024738146773898,Acceptable
1118.0165411895644,2.836148500135924,5.835045111050701,Acceptable
839.1219103371825,1.6522234913911262,6.353177232167333,Acceptable
442.95497186371966,0.797764475574631,7.145699511078637,Acceptable
943.8217148975865,1.1391129277699887,5.518308692438055,Acceptable
776.2747928688781,4.973567306703666,6.4035891826675915,Acceptable
1363.7015814867082,8.704821716355006,8.50315360596023,Acceptable
896.7731767468067,11.975985224318027,6.9043367784423015,Acceptable
638.1443641357664,4.325030029312726,6.952723632810579,Acceptable
829.9523804142744,6.110721039207722,7.701735574029377,Acceptable
903.833394296446,6.069027433400686,6.774788954348428,Acceptable
584.21992255323,2.746226137672831,6.874702778844529,Acceptable
652.7921772378182,8.974306958344886,6.807907456576814,Acceptable
1555.3957770338848,2.1108876503714296,8.451213212790229,Acceptable
752.4161765412874,8.041061405892515,6.21376229319737,Acceptable
605.4527656905824,1.8190825280647012,6.831980234264698,Acceptable
777.9427068580945,3.78972378999036,6.4588951599614415,Acceptable
802.7868799758963,0.6506919383478883,5.830874774830489,Acceptable
752.4490185733465,8.798029254340427,6.351761956921738,Acceptable
791.5986963675861,4.023578320159195,5.413371311268953,Acceptable
855.8316746831938,5.749012945110344,6.020040675970136,Acceptable
1200.5680035836738,7.194844922724739,7.512072556537634,Acceptable
855.7008021548713,5.926026293728645,6.0539366381857445,Acceptable
758.266188559787,2.819274365168363,6.213726695091621,Acceptable
759.0027690754773,3.2978730110485435,6.187347667527404,Acceptable
518.6893581488106,5.579002867409051,5.970827607365557,Acceptable
472.7522191179869,23.998688216717028,9.958934785382237,Acceptable
813.8279339205467,10.584753405329437,6.84456069138116,Acceptable
1190.9796262737748,1.8142636777299648,5.85066750263438,Acceptable
557.9704217707263,14.318486290639855,5.429578229273738,Acceptable
899.3827641613943,7.974680010974738,5.011696623627592,Acceptable
325.4465374034865,2.6648417886844,6.644029664737933,Acceptable
644.6557317536078,5.878573149169644,7.0511451201116815,Acceptable
746.995885516558,0.7898986214109891,5.623372071186466,Acceptable
875.0720156358071,8.64909645204555,7.315864458436471,Acceptable
638.273798283158,4.409610759291402,6.942471423116194,Acceptable
701.9823055348381,11.29559222066106,6.80674572808937,Acceptable
593.953253850888,11.60162831940925,8.143190502387142,Acceptable
1190.6300920198303,7.528551683254175,7.765752891135442,Acceptable
1191.9919740738717,2.091472755635521,5.690648701451595,Acceptable
610.0969612918872,3.3971156036534778,6.204115310768255,Acceptable
950.8972032710565,18.521035293618183,7.3652576650822725,Acceptable
632.9668124719283,8.354191009514956,6.368357802095657,Acceptable
929.0634517280873,3.6303925638174164,7.626712114634868,Acceptable
691.6770751340586,1.5450357361368623,6.6439898963568575,Acceptable
861.9317147486145,16.67545382310694,6.899464809665351,Acceptable
777.5327021941031,2.526312695902057,6.1475101883557235,Acceptable
1950.1577674258697,6.497803518835337,9.13518605329106,Acceptable
716.5528887346493,20.066499652960875,6.609548442025964,Acceptable
952.9625402830824,3.170053296482174,5.411376734505504,Acceptable
770.5296271116945,24.576776367900592,7.532502849220552,Acceptable
1956.2684097850608,7.776394969477754,6.921385107082302,Acceptable
1253.9079884162913,2.7177644018092453,9.811576119457639,Acceptable
727.0874974063113,4.507445532535661,5.493273488682544,Acceptable
587.3425825573532,14.624169642693873,5.9384055517322745,Acceptable
829.718584374237,8.330241110937088,6.804060638131254,Acceptable
1066.6552717791835,10.203502249011647,6.674593841633585,Acceptable
847.2328328617283,9.345194217029192,8.363666488089372,Acceptable
441.18391510237666,7.3995682440257875,7.014735120770628,Acceptable
1692.8171639001455,2.2563433610706967,6.022796721708484,Acceptable
1674.40490103343,14.179522127254337,9.79782739916978,Acceptable
575.5330849800736,16.907725436777163,6.558867356457608,Acceptable
806.8951209755639,4.887742048120546,5.539677269172605,Acceptable
1361.734781992524,2.713844379436104,7.224933097673953,Acceptable
1412.0149698115563,1.4391795160498773,5.085945359138924,Acceptable
962.6421706965401,1.9970942171106423,8.845239292555803,Acceptable
941.680632219707,1.3902826774298291,8.725990869175655,Acceptable
854.7251522908568,4.065275438019493,7.0232080529808965,Acceptable
978.9648224862104,2.8886576946563673,6.642954123245612,Acceptable
738.9196814084581,1.7983975768463718,7.719195002245643,Acceptable
1020.4754799315892,1.1937997067578743,9.200502229823424,Acceptable
1193.245230292242,2.09487834318544,7.172079285666454,Acceptable
410.70798231789644,6.329833337475477,6.652086206468054,Acceptable
1252.1522169851742,11.262864466070585,9.347020797139319,Acceptable
679.0522658889083,5.20658646626451,6.7353158232155925,Acceptable
659.0027000543489,10.39196516301309,7.65980480590151,Acceptable
666.1268374472397,4.882875325005711,7.511939144013605,Acceptable
931.1911587238766,0.8369737793422871,8.001862983921598,Acceptable
794.9093805046066,9.45878825541126,6.091972490731475,Acceptable
1268.2697652515108,2.34448310788845,9.202754800276304,Acceptable
1431.3098303205848,1.5598238077690598,8.428951472667677,Acceptable
986.5702455517373,1.0460991693180517,6.313606168597091,Acceptable
895.9739674427209,9.756458885791822,6.576557071609907,Acceptable
738.6022851452882,5.953823011903257,6.2405529668686475,Acceptable
918.9265929537581,6.13005764230889,7.601598198638058,Acceptable
782.1824713334022,6.571653830992215,6.224372753563316,Acceptable
703.4671816266654,3.877018318447184,6.725528668230128,Acceptable
883.9900840631071,2.497173230943762,6.449367067857904,Acceptable
1116.3498565710229,3.740680855927264,5.433030730698993,Acceptable
622.334630239189,5.855720089393657,6.0357200893936565,Acceptable
876.4007798385962,11.84977659792058,6.921299730993571,Acceptable
961.2438186865336,1.2201976566707715,6.110212149251868,Acceptable
315.3286633853749,3.4118241282382753,6.537203480319379,Acceptable
666.6555204882953,13.614458557548021,6.332101937593786,Acceptable
767.6230851121948,25.06155519420058,7.87443348920108,Acceptable
599.679125151534,5.75631890002771,6.075004970496564,Acceptable
1239.4644197471055,2.845965290694061,7.051650133711277,Acceptable
1075.4385543780086,3.763649278045205,5.703830732445539,Acceptable
758.465946784552,3.1464645609041373,6.289497056209379,Acceptable
850.1332676994954,3.530098450756888,6.607566522286978,Acceptable
1081.7932637044942,2.3352121065603613,9.946502522200076,Acceptable
809.1574391800034,2.5937687419911066,6.723185997523902,Acceptable
919.7951202433436,3.19327651207393,6.8174799594427204,Acceptable
1206.3392838431744,4.696993007272907,9.438962438543298,Acceptable
728.4155613149218,4.992323550627962,6.833387032636568,Acceptable
916.7682297984179,1.5786988408460196,5.717972692250595,Acceptable
1085.9749000099448,1.8652044121033888,9.827949955248256,Acceptable
1174.6932243973529,1.3735153453355085,7.819087290685204,Acceptable
770.6160228584698,13.232949680653077,6.466763841451458,Acceptable
767.1915923977228,5.494616275635632,6.833816882314986,Acceptable
1252.2382425838832,3.0116646104922626,8.477465372937145,Acceptable
976.842285254325,3.5797162805895786,5.627100659833488,Acceptable
504.3886623035618,4.950747418253076,6.169808360175918,Acceptable
760.7092988970898,1.9080990394007138,5.940599928844497,Acceptable
1343.2694739356855,2.274779821528718,6.156152045095273,Acceptable
847.4758344586811,9.207695092774768,8.150067219593506,Acceptable
675.0622094466926,4.928596023398824,7.960713486277336,Acceptable
586.6836654757957,5.99419883051577,6.003097933352564,Acceptable
860.4931354519158,13.585826146896325,6.750567916459489,Acceptable
1043.237566457947,0.5433255382890966,7.630751205269419,Acceptable
891.9330284380625,2.81339929982774,7.704004667815066,Acceptable
1344.1642632759874,3.6771231732464082,6.237117530081557,Acceptable
1214.448714833176,19.286455144247014,7.543924142625498,Acceptable
777.9222566499537,3.7515059524418444,6.456391183041423,Acceptable
618.5857714402214,2.7872554851421447,7.0269730746364685,Acceptable
777.91429003368,2.7358913808788436,5.851530797092666,Acceptable
761.737743948575,3.3096024541740316,5.990036140529633,Acceptable
973.0735918074026,6.787750548968304,6.84162398689643,Acceptable
652.5416519206267,3.098348079373289,6.24260927130293,Acceptable
799.8858027013908,2.7496556552711553,5.622238251400956,Acceptable
736.9046534348578,13.802411316803859,7.523296452672154,Acceptable
732.2882184344662,7.28319606771341,7.634207701976388,Acceptable
833.6944731147415,2.072248346471706,5.778985526486192,Acceptable
822.4184285787244,11.673110800581934,6.871701975349162,Acceptable
568.024959875601,2.2053238495563665,5.974674247534297,Acceptable
674.6974453102208,5.592823507797523,7.81245717435218,Acceptable
1035.7269499799381,1.3401735889433048,5.68640092510065,Acceptable
850.8537747407628,2.449337888855734,6.1545204281566965,Acceptable
763.4602515959174,11.465655473574346,7.122311303061932,Acceptable
1285.1729754131034,2.4009068251756416,7.91494202600034,Acceptable
1414.724456124992,0.42063378903846055,5.812071248713319,Acceptable
409.06937880670324,0.6157527555759161,7.316953465813571,Acceptable
1085.878299205304,2.4646688650770434,7.440141508504688,Acceptable
435.4508083313408,1.4504967013180083,7.21341590963433,Acceptable
731.70473955134,7.7952285569874045,7.8425930173785945,Acceptable
655.880179077546,2.948949937091268,5.5594173095609,Acceptable
711.402099012714,7.040023372989819,7.089178158386661,Acceptable
666.9263901527646,9.486585203553414,6.357268265216732,Acceptable
1018.0325657851174,1.4412616715530873,4.8834526199665,Acceptable
779.4170943765725,3.812510462016059,8.02314116565896,Acceptable
498.07262870279123,3.429564195112822,6.724028997198728,Acceptable
679.4835609814265,3.7493318354830487,6.362833697858895,Acceptable
1700.5594773209746,1.9368806499664544,6.576500039579838,Acceptable
932.8432098536039,2.9326426314829734,6.0539606434134825,Acceptable
1003.9197084737154,13.43709041326099,6.944795324882703,Acceptable
190.2280784608564,0.6784282856501291,7.346419290308093,Excellent
222.2351700851936,1.0242196833311008,7.213731498150877,Excellent
458.9514812209383,0.5869445421481299,6.35305545785187,Excellent
165.64872721049755,0.47381836850726866,7.189781905303392,Excellent
160.6732283274271,0.2416141637135493,7.184081399716987,Excellent
236.9921723033445,0.4309351974764398,7.3478129605047116,Excellent
170.34475039826228,0.12382756642366409,7.035174026625409,Excellent
203.9596393658531,0.38831906666821003,7.171051343090033,Excellent
503.7669097850241,0.1320601433172472,7.297424820853441,Excellent
439.15,0.6889014353481888,7.081302002550295,Excellent
184.597708345971,0.395587115467735,7.263910980827414,Excellent
204.53103715545672,0.1073703555679101,7.358444266814921,Excellent
173.9453069535472,0.14540842298350112,7.0208675806851515,Excellent
463.2469804851732,0.6434902425865948,7.140600443869113,Excellent
264.90163015865784,1.3684639751269836,7.493416908234568,Excellent
201.022563601221,0.27679549847374413,7.134231897252739,Excellent
129.8909768638949,0.27576241358984854,7.141412528803384,Excellent
219.46139192454015,0.11730706830959063,7.044644442415808,Excellent
197.51106846394384,0.9803798090590037,7.283919039609563,Excellent
168.96165176724577,0.503824324731693,7.186349272015021,Excellent
227.55896681186562,0.2100637551627855,7.35777423582429,Excellent
221.82793303203908,0.1,7.149104971355097,Excellent
197.20810680371804,0.5118894837871473,7.196486185473394,Excellent
244.53199072325378,0.16691354294144817,7.038796289301522,Excellent
231.2822015045746,0.10486673831307608,7.033267598069989,Excellent
190.95466456144848,0.1306708771030189,7.319680350584811,Excellent
193.52418694582775,0.1523174875504104,7.156747783310928,Excellent
282.0396898286232,0.1314781399425291,7.12452554087956,Excellent
210.0116251978047,0.19957120250892665,7.255982001568079,Excellent
213.73686407288452,0.1,7.370532592252717,Excellent
434.6129246993643,0.9521544196029039,7.230769370634855,Excellent
233.51653997298783,0.13264890089429726,7.112027815294678,Excellent
566.3084367084568,1.483082933746119,6.635021824670031,Excellent
260.78669100870667,0.5345544271608079,7.440036513060032,Excellent
194.4159166506018,0.1,7.310416746991029,Excellent
144.15985540834524,0.141578634913448,7.029138386715894,Excellent
124.79332193471714,0.1970508436429666,7.2075592800726325,Excellent
151.69528068602534,1.623456884177284,7.189489661772115,Excellent
316.5497474709809,0.3745964631021696,7.296420202321528,Excellent
248.3677897028937,0.1508993339960556,7.202621926220469,Excellent
154.58386240433308,0.10746317826126861,7.234779069567612,Excellent
189.22052020867815,0.21301160351153076,7.202491394833389,Excellent
495.4614916957911,0.13428215798359916,7.205705394958998,Excellent
209.77416032853694,0.5459026139089331,7.28783372661856,Excellent
268.9431743015258,1.0245498897745144,7.398095073559543,Excellent
251.08354419296248,0.1,7.201139517593835,Excellent
243.07929438634758,0.6411686810969585,7.213252484597371,Excellent
197.3024985661419,0.25275842291612366,7.117070251045196,Excellent
253.5073776532299,0.5586244175836776,7.038748058612259,Excellent
180.79793758999583,0.22006686786160748,7.09800445785744,Excellent
141.72178280872959,0.23376016944646377,7.307200211808079,Excellent
254.23994695860318,0.12818304937574043,7.328289132169336,Excellent
172.1579436339632,0.11585110363891628,7.348474872101642,Excellent
254.30891298357508,0.15072977515540997,7.314363358316066,Excellent
146.45593672252917,0.9454094102725145,7.241978907509733,Excellent
246.60486185287405,1.0325966188100657,7.473591193938739,Excellent
158.0955600503864,0.653158034929392,7.080121360433497,Excellent
327.5438329002201,0.21840295824163755,7.2787223665933105,Excellent
156.22175385117333,0.3200178198414203,7.168697976501055,Excellent
459.3680038978543,0.29089623460832564,7.342586263059371,Excellent
242.2513966145141,0.1729414855554145,7.181102728680653,Excellent
276.87,0.42866616551580405,7.165538230238063,Excellent
406.38075145032224,0.9082753326136012,7.076495223541731,Excellent
234.36321089076193,0.7068087992805016,7.15678910923808,Excellent
193.54825662342458,0.17504061112816724,7.148310771595463,Excellent
356.99535898447937,0.3921680910658649,7.2821680910658655,Excellent
309.7813570944829,0.1,7.300550605316057,Excellent
529.9543723562897,0.49195925373619576,7.070375176247357,Excellent
147.79089302011099,0.5439532326822174,7.156954518993697,Excellent
202.5739495421552,0.5346319267448313,7.322315963372415,Excellent
188.49051597176629,0.38211302117529056,7.153759204694476,Excellent
176.09355930533295,0.11355930533294298,7.234237282916545,Excellent
210.5984366740742,0.7728908314814508,7.007020590740666,Excellent
267.73486615974895,0.13182514376673907,7.46,Excellent
243.3229312942366,0.3476165259025691,7.172109564027838,Excellent
174.43864878681282,0.3249458492310238,6.993486334505894,Excellent
501.7983945552901,3.49062821749518,7.527341418791119,Excellent
218.70357439231165,0.9324199759738914,7.044116775012847,Excellent
235.87713458979925,0.9711533197835597,7.406504262133004,Excellent
151.53175974240153,0.22776536767979744,7.471759742401519,Excellent
265.71046684405513,0.20017868305835657,7.349354472886555,Excellent
160.77265937924966,0.2405282057432054,7.244043724502146,Excellent
175.1556724699931,2.769844396719518,7.199724234273897,Excellent
584.0550015513259,4.601032589144729,7.106181449256077,Excellent
232.93733795765857,0.10453240846828832,7.564027745951351,Excellent
241.55709156440014,0.7644883434673678,7.250987423377281,Excellent
289.88493953077034,1.3968449336379003,7.204047298566211,Excellent
227.06924994905293,0.2118707230342846,7.148129276965715,Excellent
494.698361644663,0.9560278188202329,7.549335303371183,Excellent
165.6808383057006,0.32600313082030974,7.162709576425152,Excellent
238.64598221502683,0.8133852061716876,7.4086903799642,Excellent
135.91647183297636,0.29399792028417576,7.249144045551899,Excellent
126.49859145776874,0.4388106365427077,7.192488316301569,Excellent
185.86917136018445,0.1,7.124991717321544,Excellent
158.63,0.2260721116701091,7.276493009694466,Excellent
270.302630565486,0.4530270758854675,7.233534124146845,Excellent
152.68827484200355,0.23917251579964693,7.226760252794351,Excellent
131.51506645943704,0.13206801365929385,7.231233385140743,Excellent
173.78206351490178,0.1403570914710337,7.168333093531491,Excellent
568.5959320597242,0.4272530364361597,7.33010994433178,Excellent
489.61038949546827,0.30129877201951144,7.2370995906731705,Excellent
184.642192388235,0.6478076117650117,7.175567840138535,Excellent
161.23785196725345,0.1,7.2771592909947005,Excellent
137.83117711594676,0.12088283696006974,7.105591300747108,Excellent
262.8946020952696,0.2883694849689704,7.203906507294414,Excellent
491.6002698880153,0.8674620469978465,7.404873489992822,Excellent
219.3361071512243,1.0981732708165537,7.140701055102114,Excellent
292.6138743395908,0.23437463310597717,6.593709531853808,Excellent
471.4296041535671,0.3244734824667402,7.2955265175332595,Excellent
209.2292154416114,1.1577708596434995,7.297932752377899,Excellent
129.60957368558536,0.35815890661820043,7.293740282501881,Excellent
301.24701168634357,0.31078598732414564,7.4433073940599686,Excellent
297.93929693608237,0.1,7.01958984105519,Excellent
511.50495241604415,0.8752751342246724,7.318492818792951,Excellent
193.52165712056623,0.6594799531890569,7.289922871631958,Excellent
270.00511236101295,0.19618232950530337,7.4339696117491165,Excellent
122.8375133875795,0.7826294132685407,7.282522312632507,Excellent
161.59439795842562,0.9738934796387771,7.446106520361223,Excellent
396.50087177551626,0.45371261691863196,7.201614298899953,Excellent
189.1772612084407,0.34751462274491185,7.273440543492215,Excellent
230.53412867646978,0.22870380434721752,7.26169948849019,Excellent
233.89843643957965,0.2313355164782736,7.281335516478273,Excellent
105.1302712080824,0.3880311570079251,7.275178303353408,Excellent
196.0110090657013,2.0334410729415175,7.285646827004543,Excellent
214.5321105413318,0.1601153951609439,7.135028848790236,Excellent
484.1299940647064,0.5224195391077726,7.280989271881036,Excellent
240.1868435761587,0.4357594288075025,7.318650488410725,Excellent
278.7310306135933,0.12878220667479193,6.998009246479786,Excellent
152.6949496962603,0.2858901996003874,7.123740156208999,Excellent
180.3720276004755,0.2804689646779122,7.16,Excellent
147.8032779064709,1.169543410065828,7.263723933448105,Excellent
256.5448806432467,0.2766722886954548,7.0366554226090905,Excellent
239.6850550444006,0.11494495559937679,7.144981651866459,Excellent
153.33475786064218,0.1628547163853183,7.30476210696789,Excellent
470.2711771059625,3.253646328143126,7.438940604633751,Excellent
419.9253226149671,0.24536677964807962,7.29,Excellent
274.4126554294085,1.0015805530125053,7.1244915720563915,Excellent
207.86071239197756,0.6693594753087965,7.240640524691203,Excellent
215.74530449340196,0.8625346548123297,7.25237715127119,Excellent
238.2424546481591,0.2625272111045339,7.275390967290162,Excellent
337.0999172001163,0.8838079385152255,7.196694266627893,Excellent
121.2460091934037,0.15280505637203226,7.274013790105542,Excellent
94.69877680695947,0.5826160733599522,7.265133944666269,Excellent
159.25846682639443,0.19416019167331716,7.128139568735037,Excellent
279.38917041295497,1.234255457210303,7.146393613569742,Excellent
573.3205517590791,0.14805044667519363,7.25692590716123,Excellent
163.22130676709114,0.5235356799750265,7.314842447066169,Excellent
132.97543978940303,0.4867915401531896,7.085309451516109,Excellent
165.7264473007195,0.39191773769364946,7.224529563025866,Excellent
249.49716925266034,0.4343235139816754,7.249051420440445,Excellent
230.04177046532422,0.28819865929733696,7.25540402210799,Excellent
196.5954815608542,0.3857479417790214,7.131229502633244,Excellent
507.29271983271593,0.631768891742795,7.425429435416141,Excellent
217.37065513946857,0.15094411869399088,7.394431614244529,Excellent
108.37284677841396,0.3463508381046002,6.986204295448071,Excellent
141.04840059686308,1.055308806042618,7.183709402905704,Excellent
217.48969631875127,0.11432459545547632,7.097010457103378,Excellent
163.51934689323787,0.1,7.08,Excellent
169.4223602276015,0.18377636416240178,7.393347840678949,Excellent
157.2634812117286,0.14511790642532685,7.536268980162974,Excellent
487.7088467738383,0.446906250458902,7.322835685972379,Excellent
241.2535788513912,0.7294718511259211,7.444593468079462,Excellent
220.21841828300376,0.1,7.135788227351684,Excellent
332.84644414421257,0.23705454864753306,7.35378354826308,Excellent
268.6866882011074,0.7166235977851866,7.24476572509407,Excellent
191.2641275139764,0.4580760707347954,7.163210288648324,Excellent
269.4982886252864,0.6334227494271399,7.226241705326627,Excellent
255.85262932958872,1.2498101677836906,7.281879441203359,Excellent
507.70870414117445,0.6607954490852469,6.578482861665745,Excellent
208.93898249672358,0.6945120209690437,7.038540488860196,Excellent
143.86584367895435,0.3806997726539056,7.267078160522828,Excellent
