tds,turbidity,ph,quality,quality_label
206.23,0.17,7.2,3,Excellent
397.08,3.46,6.73,2,Good
158.11,0.21,7.09,3,Excellent
860.69,22.17,5.49,0,Poor
715.14,0.87,7.67,2,Good
240.21,2.84,7.13,3,Excellent
161.16,0.25,7.1,3,Excellent
1609.03,50.0,5.31,0,Poor
197.43,1.27,7.14,3,Excellent
1341.18,23.56,8.76,0,Poor
146.61,0.4,7.44,3,Excellent
487.12,1.92,6.91,2,Good
536.94,2.52,7.54,2,Good
815.23,3.78,6.24,1,Acceptable
493.85,1.16,6.39,2,Good
431.01,0.33,7.39,3,Excellent
926.7,3.41,6.63,1,Acceptable
978.6,1.56,5.35,1,Acceptable
1246.63,2.6,5.6,2,Good
214.6,0.14,7.13,3,Excellent
1100.94,0.92,6.65,3,Excellent
892.09,16.89,9.61,0,Poor
1086.7,8.21,9.47,1,Acceptable
163.57,0.1,7.08,3,Excellent
450.14,0.1,7.22,3,Excellent
549.12,4.8,6.67,3,Excellent
591.07,6.07,6.29,1,Acceptable
139.16,0.12,7.05,3,Excellent
1364.5,5.34,9.46,0,Poor
969.77,12.12,5.77,0,Poor
454.56,0.88,6.93,2,Good
706.88,5.12,6.82,1,Acceptable
190.92,0.46,7.0,3,Excellent
1130.0,2.33,7.92,2,Good
673.85,4.19,5.31,1,Acceptable
433.87,0.35,6.96,2,Good
722.28,2.99,7.17,2,Good
217.55,0.1,7.36,3,Excellent
555.46,7.94,6.76,2,Good
208.48,0.25,7.09,3,Excellent
940.58,12.23,9.8,0,Poor
173.29,0.35,7.42,3,Excellent
1244.21,12.64,5.04,0,Poor
257.24,0.1,7.02,3,Excellent
464.21,2.04,6.44,2,Good
460.4,0.11,6.56,2,Good
783.54,0.72,6.18,2,Good
601.94,3.01,7.53,2,Good
231.45,0.15,7.29,3,Excellent
327.83,0.77,7.06,3,Excellent
190.24,0.65,7.34,3,Excellent
125.21,0.32,7.33,3,Excellent
443.58,1.93,6.76,2,Good
452.7,1.04,7.37,2,Good
1133.92,0.38,5.75,1,Acceptable
1151.14,8.97,6.22,1,Acceptable
409.48,10.89,6.27,1,Acceptable
161.62,1.5,7.19,3,Excellent
822.06,7.63,7.53,1,Acceptable
706.49,2.43,7.14,2,Good
457.03,1.32,7.18,2,Good
459.43,0.18,7.48,3,Excellent
410.34,1.8,6.5,2,Good
526.96,0.21,7.19,3,Excellent
493.42,0.96,6.8,2,Good
436.69,0.48,6.58,2,Good
667.44,1.01,7.51,2,Good
1252.19,37.41,9.08,1,Acceptable
232.36,0.32,7.08,3,Excellent
643.33,0.54,6.78,2,Good
401.48,2.53,6.65,2,Good
245.05,0.76,7.27,3,Excellent
286.66,0.85,7.3,3,Excellent
415.09,0.1,7.43,3,Excellent
272.51,3.12,7.45,3,Excellent
583.87,4.96,7.36,1,Acceptable
295.77,3.14,6.88,2,Good
142.71,0.2,6.94,3,Excellent
215.2,0.34,7.5,3,Excellent
506.03,2.7,7.37,2,Good
820.45,2.65,7.48,2,Good
347.22,0.1,6.71,2,Good
157.13,0.1,7.45,3,Excellent
504.75,0.64,7.59,2,Good
528.09,1.31,6.81,2,Good
515.07,3.08,7.15,2,Good
534.92,4.55,6.75,2,Good
1546.78,19.46,5.49,0,Poor
224.84,0.66,7.58,3,Excellent
621.4,19.12,4.76,0,Poor
1250.27,26.22,5.16,0,Poor
823.66,6.89,8.29,1,Acceptable
508.34,16.69,6.66,1,Acceptable
198.02,0.18,7.45,3,Excellent
494.8,0.11,6.63,2,Good
724.31,2.78,8.21,2,Good
328.79,0.12,7.16,3,Excellent
468.5,2.33,6.97,2,Good
438.27,1.55,7.4,2,Good
579.84,4.05,7.07,2,Good
246.52,0.12,7.36,3,Excellent
890.41,38.59,10.12,0,Poor
150.44,0.1,7.22,3,Excellent
354.97,1.64,6.77,2,Good
171.17,0.39,7.09,3,Excellent
444.97,6.18,7.51,2,Good
835.35,1.73,5.19,1,Acceptable
650.01,1.68,7.2,3,Excellent
633.02,14.91,6.99,1,Acceptable
200.15,0.1,7.06,3,Excellent
456.76,2.17,6.91,2,Good
113.74,0.28,7.33,3,Excellent
164.84,0.13,7.09,3,Excellent
817.61,2.53,5.78,1,Acceptable
318.63,2.88,6.53,2,Good
253.94,1.62,7.24,3,Excellent
745.7,8.82,5.31,1,Acceptable
299.67,0.16,7.03,3,Excellent
698.52,7.41,6.01,1,Acceptable
709.72,4.85,6.87,1,Acceptable
548.65,0.33,7.06,3,Excellent
408.34,1.33,6.7,2,Good
305.7,0.19,7.27,3,Excellent
330.75,0.92,7.37,3,Excellent
474.26,0.69,7.02,3,Excellent
833.62,3.74,7.27,2,Good
596.81,1.77,4.78,1,Acceptable
390.94,3.15,6.74,2,Good
157.52,0.36,7.21,3,Excellent
497.72,0.59,7.36,3,Excellent
991.52,1.93,6.79,1,Acceptable
400.17,0.1,6.9,2,Good
154.26,0.52,7.26,3,Excellent
467.44,3.15,7.36,2,Good
832.84,0.8,7.33,2,Good
1027.01,10.01,6.42,0,Poor
324.39,1.67,6.27,1,Acceptable
1261.58,1.97,6.12,1,Acceptable
1366.54,41.43,9.44,0,Poor
1375.06,2.13,10.02,1,Acceptable
330.31,3.46,7.2,2,Good
701.7,8.88,7.23,2,Good
403.7,0.1,7.93,2,Good
472.32,0.53,5.97,2,Good
465.81,1.25,7.54,1,Acceptable
462.31,2.5,7.4,2,Good
852.33,5.2,7.11,3,Excellent
826.62,3.2,6.94,2,Good
362.43,0.9,7.06,3,Excellent
478.86,1.6,7.58,2,Good
820.19,5.39,6.32,1,Acceptable
363.0,0.5,7.56,1,Acceptable
283.18,1.37,7.15,3,Excellent
532.5,3.79,6.93,2,Good
292.31,1.44,7.53,2,Good
216.36,1.06,7.37,3,Excellent
207.0,0.1,7.22,3,Excellent
545.6,0.43,7.28,3,Excellent
431.24,1.17,7.25,2,Good
404.36,1.82,7.3,2,Good
956.52,0.1,7.66,2,Good
264.23,0.78,6.56,3,Excellent
710.13,4.08,6.13,1,Acceptable
172.88,0.1,7.35,3,Excellent
269.6,0.1,6.91,3,Excellent
661.83,16.17,5.43,0,Poor
294.75,2.65,6.37,2,Good
120.47,0.27,7.24,3,Excellent
805.17,11.41,7.1,2,Good
500.7,0.49,6.41,2,Good
548.82,0.1,6.88,2,Good
181.05,0.44,7.33,3,Excellent
173.89,0.89,7.08,3,Excellent
66.38,0.86,7.14,3,Excellent
482.31,0.31,6.68,2,Good
479.24,4.19,7.78,2,Good
252.9,0.96,7.23,3,Excellent
1457.67,18.35,5.11,0,Poor
195.15,0.1,7.3,3,Excellent
184.44,0.66,7.63,3,Excellent
1009.75,0.22,8.1,2,Good
1184.13,41.3,5.38,1,Acceptable
528.61,0.96,7.16,3,Excellent
673.9,5.61,7.36,2,Good
112.32,0.1,7.23,3,Excellent
198.31,1.19,7.0,2,Good
190.41,0.1,7.28,3,Excellent
523.57,0.59,7.64,2,Good
238.19,0.55,7.23,3,Excellent
622.57,8.3,6.23,1,Acceptable
726.08,0.59,6.16,2,Good
190.94,0.21,7.33,3,Excellent
1241.52,0.18,9.56,1,Acceptable
518.61,0.23,6.36,2,Good
1012.33,18.87,5.16,0,Poor
816.26,1.17,5.85,1,Acceptable
1228.01,1.18,5.02,1,Acceptable
251.35,0.16,7.29,3,Excellent
234.02,0.3,7.58,3,Excellent
315.88,0.1,7.35,3,Excellent
728.74,7.78,6.1,1,Acceptable
1148.36,16.09,5.35,0,Poor
429.97,0.65,6.46,2,Good
409.87,7.67,6.85,2,Good
78.61,0.72,7.44,3,Excellent
551.29,0.25,6.68,2,Good
509.48,1.02,6.6,2,Good
1740.12,16.01,5.93,0,Poor
232.96,0.1,7.7,3,Excellent
534.73,0.7,6.89,2,Good
979.48,2.23,9.21,1,Acceptable
109.86,0.31,7.22,3,Excellent
1355.0,9.21,8.99,1,Acceptable
469.03,0.67,7.25,3,Excellent
721.23,5.73,6.42,1,Acceptable
720.21,4.58,7.85,1,Acceptable
535.47,1.31,6.91,2,Good
576.86,0.17,6.81,2,Good
727.92,1.11,6.88,1,Acceptable
527.65,7.38,6.63,2,Good
506.13,2.77,6.45,2,Good
127.4,0.83,7.11,3,Excellent
1298.35,11.41,5.19,0,Poor
136.48,0.8,7.28,3,Excellent
219.77,0.1,7.3,2,Good
212.89,1.25,7.39,3,Excellent
142.83,0.81,7.26,3,Excellent
375.58,1.3,7.24,2,Good
627.83,1.24,6.14,1,Acceptable
767.76,5.96,6.88,1,Acceptable
1055.72,17.37,9.5,0,Poor
527.33,3.97,6.56,2,Good
764.89,0.69,7.1,2,Good
98.39,0.39,7.44,3,Excellent
816.69,3.65,9.25,1,Acceptable
404.64,0.37,7.13,3,Excellent
172.29,0.13,7.24,3,Excellent
684.3,8.5,5.94,0,Poor
394.21,0.2,6.96,2,Good
272.04,0.42,7.03,3,Excellent
1376.18,1.02,5.86,1,Acceptable
370.03,2.09,7.03,2,Good
550.25,2.68,4.97,1,Acceptable
249.93,3.64,6.93,2,Good
836.74,1.11,5.23,1,Acceptable
467.21,0.51,7.01,3,Excellent
474.43,5.36,7.33,2,Good
190.13,1.24,6.99,2,Good
291.4,1.75,7.16,3,Excellent
223.35,0.88,7.19,3,Excellent
362.98,1.66,7.31,2,Good
492.08,0.8,7.18,3,Excellent
396.58,1.0,6.94,2,Good
189.28,0.1,7.03,3,Excellent
785.88,5.31,6.14,1,Acceptable
852.51,0.89,8.79,2,Good
1334.95,13.95,9.27,1,Acceptable
242.95,0.58,7.27,3,Excellent
675.71,0.38,7.06,2,Good
710.53,5.74,6.45,1,Acceptable
138.4,0.23,7.38,3,Excellent
428.49,1.38,6.43,2,Good
211.76,0.1,7.23,3,Excellent
1631.65,17.82,9.39,0,Poor
908.13,0.71,6.98,2,Good
1417.65,9.56,5.5,0,Poor
770.22,17.55,5.06,0,Poor
316.26,0.1,7.18,3,Excellent
1253.83,25.92,9.79,0,Poor
417.44,0.1,6.26,2,Good
80.38,0.78,7.46,3,Excellent
568.75,10.5,5.46,1,Acceptable
202.42,0.51,7.31,3,Excellent
142.43,0.1,7.31,3,Excellent
449.51,0.19,6.89,2,Good
1170.21,17.81,4.49,0,Poor
240.06,0.19,7.39,3,Excellent
255.59,0.29,7.38,3,Excellent
583.37,0.39,7.34,3,Excellent
251.61,1.66,7.17,3,Excellent
429.02,1.06,6.5,2,Good
893.89,1.21,7.36,2,Good
1515.2,1.8,9.6,1,Acceptable
670.37,0.1,6.83,2,Good
892.4,7.81,6.4,2,Good
1243.48,28.44,9.19,0,Poor
223.27,0.22,7.27,2,Good
1399.68,20.67,9.88,0,Poor
135.59,0.1,7.11,3,Excellent
748.64,1.93,6.21,1,Acceptable
568.47,1.06,5.51,1,Acceptable
701.13,4.31,6.55,1,Acceptable
1272.9,5.65,4.76,0,Poor
154.11,0.22,7.27,3,Excellent
213.09,0.21,7.31,3,Excellent
323.53,1.0,7.36,3,Excellent
877.53,34.91,5.5,1,Acceptable
572.69,5.05,7.22,2,Good
229.86,0.34,7.32,3,Excellent
669.58,0.65,6.04,2,Good
451.12,0.3,6.7,2,Good
383.28,0.1,6.95,2,Good
532.51,1.72,7.27,2,Good
460.72,2.72,6.4,1,Acceptable
133.68,0.25,7.05,3,Excellent
404.58,1.76,6.81,2,Good
444.17,0.23,7.11,3,Excellent
620.23,0.75,6.86,2,Good
536.82,2.18,7.22,2,Good
244.93,0.1,7.21,3,Excellent
1489.62,3.99,9.75,1,Acceptable
439.19,1.39,7.26,2,Good
253.41,0.58,7.11,3,Excellent
196.99,2.57,7.47,3,Excellent
665.15,1.84,7.46,2,Good
384.54,0.17,7.16,3,Excellent
685.55,15.19,7.28,2,Good
613.53,2.48,5.25,1,Acceptable
278.1,0.58,7.4,3,Excellent
196.81,0.1,7.29,3,Excellent
433.08,0.26,6.65,2,Good
186.87,0.14,7.45,3,Excellent
924.81,3.1,7.03,2,Good
204.02,0.83,7.09,3,Excellent
287.19,0.39,7.14,3,Excellent
998.75,19.4,9.53,0,Poor
1108.93,18.76,5.56,0,Poor
884.52,0.11,6.65,2,Good
809.65,0.1,6.46,3,Excellent
833.83,13.03,5.14,0,Poor
543.29,1.82,7.12,2,Good
205.17,0.19,7.18,3,Excellent
580.52,1.5,7.11,2,Good
183.84,1.0,7.14,3,Excellent
656.52,26.88,8.86,1,Acceptable
924.4,1.24,7.09,2,Good
311.22,0.34,6.73,2,Good
998.51,10.78,9.22,0,Poor
409.65,0.24,7.0,3,Excellent
222.84,0.4,7.43,3,Excellent
249.26,0.37,7.24,3,Excellent
449.03,0.1,6.74,2,Good
849.74,3.57,5.91,0,Poor
220.87,0.1,7.25,3,Excellent
1402.32,30.1,5.98,0,Poor
429.56,0.56,6.83,2,Good
526.23,3.76,7.01,2,Good
518.13,1.29,7.1,2,Good
388.6,0.91,6.94,2,Good
633.93,4.56,6.01,1,Acceptable
349.32,4.95,7.84,2,Good
163.53,1.15,7.32,3,Excellent
999.6,12.66,7.44,1,Acceptable
860.53,0.39,6.6,2,Good
579.86,6.83,7.61,2,Good
247.17,2.25,7.36,3,Excellent
625.69,3.44,6.66,2,Good
1239.27,6.91,9.46,0,Poor
161.23,0.53,7.34,3,Excellent
187.85,0.21,7.27,3,Excellent
226.97,0.83,7.27,3,Excellent
669.52,7.95,7.02,2,Good
414.89,1.96,7.01,2,Good
488.5,1.98,6.95,2,Good
538.86,2.83,7.37,2,Good
181.62,0.23,7.26,3,Excellent
399.58,1.4,6.26,2,Good
618.52,0.17,7.28,2,Good
119.9,0.19,7.59,3,Excellent
208.96,0.56,7.11,3,Excellent
260.95,0.13,7.39,2,Good
361.38,0.96,6.25,2,Good
151.75,1.81,7.09,3,Excellent
410.14,2.87,6.91,2,Good
437.1,11.82,6.18,1,Acceptable
215.47,0.13,7.08,3,Excellent
637.8,4.1,6.98,1,Acceptable
722.24,4.52,7.39,2,Good
728.83,5.27,6.87,0,Poor
774.88,6.53,7.12,2,Good
661.18,0.1,5.53,1,Acceptable
535.95,0.1,7.52,2,Good
904.98,2.33,6.0,1,Acceptable
615.96,19.89,6.64,1,Acceptable
752.2,4.65,4.87,1,Acceptable
197.55,0.63,7.07,3,Excellent
635.77,0.19,6.93,2,Good
258.38,0.29,7.56,3,Excellent
209.2,1.18,7.31,3,Excellent
242.52,0.1,7.15,3,Excellent
858.55,1.42,6.59,2,Good
293.51,1.61,6.69,2,Good
312.04,0.72,7.33,3,Excellent
512.75,1.11,6.39,2,Good
251.35,0.35,7.15,3,Excellent
637.55,0.62,6.53,2,Good
219.7,0.66,7.19,3,Excellent
556.77,0.1,7.52,2,Good
556.73,1.35,7.01,2,Good
301.33,0.28,7.45,3,Excellent
549.45,0.1,6.68,2,Good
207.47,0.82,7.4,3,Excellent
253.1,1.56,6.83,2,Good
1302.5,0.92,8.44,2,Good
256.84,0.1,7.38,3,Excellent
283.58,0.69,6.57,3,Excellent
1075.77,1.91,7.56,1,Acceptable
408.76,2.12,7.54,2,Good
1004.03,7.56,6.23,1,Acceptable
211.64,0.11,7.41,3,Excellent
511.41,0.87,7.32,3,Excellent
740.24,18.84,6.12,1,Acceptable
163.2,0.54,7.31,3,Excellent
243.4,0.1,7.08,3,Excellent
714.65,7.06,6.51,2,Good
404.06,1.5,7.0,3,Excellent
320.7,1.77,7.08,2,Good
412.43,0.67,7.03,3,Excellent
1137.87,18.56,5.55,0,Poor
609.82,10.66,7.24,2,Good
151.79,1.23,7.36,3,Excellent
1180.69,0.5,4.54,1,Acceptable
300.64,0.86,6.67,2,Good
899.04,9.92,6.44,1,Acceptable
1611.27,13.77,5.57,0,Poor
464.47,2.63,7.08,2,Good
1351.08,4.94,9.31,0,Poor
784.73,2.88,6.55,2,Good
345.49,0.94,6.46,2,Good
526.34,50.0,8.18,1,Acceptable
865.13,2.8,8.02,2,Good
495.18,4.0,6.28,1,Acceptable
362.46,3.87,6.37,2,Good
110.81,0.34,7.48,3,Excellent
153.0,0.37,7.23,3,Excellent
536.68,1.35,7.36,2,Good
492.73,0.4,6.49,2,Good
502.49,0.26,7.21,3,Excellent
165.59,1.9,7.43,3,Excellent
1451.31,50.0,5.91,0,Poor
190.95,0.21,7.15,3,Excellent
950.79,1.74,6.66,1,Acceptable
227.24,0.33,7.5,3,Excellent
248.43,0.89,7.2,3,Excellent
252.55,0.1,7.01,3,Excellent
819.91,7.95,6.02,1,Acceptable
577.88,5.72,6.91,2,Good
135.95,0.31,7.24,3,Excellent
302.01,2.06,6.76,2,Good
467.99,3.59,6.48,2,Good
509.65,0.21,7.57,2,Good
271.32,0.4,7.2,3,Excellent
522.22,4.42,6.71,2,Good
282.96,0.1,7.47,3,Excellent
759.86,6.17,7.05,1,Acceptable
937.93,0.96,6.0,1,Acceptable
146.0,0.21,7.3,3,Excellent
684.78,0.9,7.25,2,Good
180.38,0.28,7.16,3,Excellent
229.95,1.29,7.44,3,Excellent
145.37,0.22,7.47,3,Excellent
467.89,0.49,6.68,2,Good
207.22,0.28,7.41,3,Excellent
224.28,0.46,7.21,3,Excellent
309.63,1.16,7.02,2,Good
972.93,6.7,8.82,1,Acceptable
747.05,3.99,6.21,1,Acceptable
533.64,3.71,7.3,2,Good
583.88,2.79,7.65,2,Good
1403.95,19.42,9.65,0,Poor
284.76,0.37,6.46,2,Good
244.99,0.1,7.22,3,Excellent
1382.74,4.34,9.73,0,Poor
585.96,4.24,7.37,2,Good
700.11,2.05,6.86,2,Good
362.96,2.41,7.09,2,Good
558.16,2.06,7.48,2,Good
952.65,3.34,7.37,2,Good
159.02,0.52,7.23,3,Excellent
710.06,3.0,6.31,1,Acceptable
507.22,0.15,7.18,3,Excellent
416.33,1.57,7.49,2,Good
414.21,0.11,10.01,2,Good
475.42,0.2,6.36,2,Good
878.36,2.75,6.48,2,Good
346.97,3.14,7.09,2,Good
658.1,1.9,6.99,2,Good
238.14,1.27,7.3,3,Excellent
522.83,2.62,6.75,2,Good
261.37,0.1,7.18,3,Excellent
229.17,0.66,7.32,3,Excellent
209.0,0.33,7.15,3,Excellent
718.12,8.32,6.52,1,Acceptable
452.16,0.5,6.59,2,Good
389.56,0.41,7.63,2,Good
857.12,0.91,5.3,1,Acceptable
486.32,3.48,6.87,2,Good
566.93,6.9,7.04,2,Good
493.54,3.31,7.56,2,Good
744.22,8.12,6.29,1,Acceptable
581.34,1.23,6.95,1,Acceptable
826.24,3.66,6.8,2,Good
606.64,1.53,6.55,2,Good
607.01,2.94,7.24,2,Good
706.25,0.84,7.24,2,Good
188.49,1.93,7.1,3,Excellent
1684.14,5.94,9.94,0,Poor
771.34,1.39,7.16,2,Good
205.64,0.14,7.55,3,Excellent
788.61,3.67,4.86,1,Acceptable
164.79,0.38,7.3,3,Excellent
840.45,2.02,5.71,1,Acceptable
436.24,1.24,6.97,2,Good
237.06,0.38,7.33,3,Excellent
787.12,7.06,7.84,1,Acceptable
788.93,10.95,7.08,2,Good
178.91,0.11,7.32,3,Excellent
1406.15,22.16,4.95,0,Poor
776.76,29.67,9.86,0,Poor
527.7,3.75,6.84,2,Good
857.71,18.8,7.44,2,Good
780.91,1.21,7.35,2,Good
478.35,0.1,7.05,3,Excellent
163.48,0.91,7.21,3,Excellent
558.27,38.7,9.94,0,Poor
227.24,0.1,7.26,3,Excellent
185.05,0.12,7.12,3,Excellent
498.95,5.28,7.27,2,Good
534.22,2.36,7.33,2,Good
1385.55,3.89,9.71,1,Acceptable
655.5,4.69,6.18,1,Acceptable
275.55,0.13,7.16,2,Good
1318.4,14.32,5.07,0,Poor
191.12,0.33,7.33,3,Excellent
217.75,0.25,7.35,3,Excellent
211.74,0.84,7.44,3,Excellent
634.05,2.36,7.02,2,Good
880.43,7.05,7.21,2,Good
568.59,1.85,6.83,2,Good
605.48,6.6,5.98,1,Acceptable
876.74,1.31,7.53,2,Good
1641.31,17.31,5.51,0,Poor
321.12,1.7,7.6,2,Good
204.51,0.11,7.39,3,Excellent
650.8,0.24,7.25,2,Good
488.05,2.86,7.31,2,Good
677.95,5.16,6.51,1,Acceptable
184.15,0.5,7.2,3,Excellent
439.93,1.47,6.95,2,Good
1390.89,4.95,8.95,1,Acceptable
797.97,10.75,6.42,1,Acceptable
736.98,13.47,7.51,1,Acceptable
554.46,7.77,7.82,2,Good
243.81,0.15,7.16,3,Excellent
197.12,0.73,6.09,2,Good
472.6,3.77,7.07,2,Good
537.01,6.92,7.02,2,Good
1417.0,8.97,9.77,0,Poor
1135.85,16.65,9.06,0,Poor
684.67,9.22,6.73,1,Acceptable
949.23,1.05,7.9,1,Acceptable
227.63,0.1,7.27,3,Excellent
587.16,1.88,6.31,2,Good
810.88,0.47,7.53,2,Good
113.35,1.18,7.09,3,Excellent
467.57,7.24,6.66,1,Acceptable
570.32,2.75,6.81,2,Good
571.53,27.45,5.94,1,Acceptable
1375.29,9.64,6.47,1,Acceptable
255.87,1.09,7.4,3,Excellent
381.93,1.26,6.56,2,Good
688.46,0.98,6.75,2,Good
1089.95,8.87,5.95,0,Poor
440.09,2.3,7.18,2,Good
176.73,0.1,7.18,3,Excellent
1134.39,4.69,5.43,0,Poor
239.75,1.8,7.42,3,Excellent
548.98,4.35,6.55,3,Excellent
168.7,0.56,7.34,3,Excellent
772.84,0.25,7.17,2,Good
348.5,1.47,7.01,2,Good
571.25,0.89,7.16,3,Excellent
235.27,0.23,7.06,3,Excellent
873.82,2.93,6.66,2,Good
319.5,0.53,6.55,2,Good
543.94,5.5,7.05,2,Good
652.72,2.5,7.66,2,Good
909.42,1.07,6.71,1,Acceptable
258.13,2.12,7.05,3,Excellent
455.3,2.29,6.65,2,Good
269.9,1.03,7.14,3,Excellent
1940.82,8.83,8.74,1,Acceptable
765.87,1.61,7.77,2,Good
1408.43,1.19,5.52,1,Acceptable
1166.08,2.79,10.31,2,Good
425.1,4.39,6.93,2,Good
174.26,0.45,7.19,3,Excellent
248.43,0.1,7.18,3,Excellent
449.35,2.25,6.88,2,Good
1428.65,7.36,5.83,0,Poor
552.28,1.88,7.14,2,Good
285.43,5.18,7.02,2,Good
166.13,0.43,7.33,3,Excellent
399.06,0.13,6.96,2,Good
179.97,1.1,7.3,3,Excellent
821.94,14.09,6.55,1,Acceptable
193.33,0.1,7.34,3,Excellent
396.79,2.99,7.77,2,Good
931.48,11.35,8.17,1,Acceptable
1311.85,8.41,8.72,1,Acceptable
368.66,1.39,7.25,2,Good
1530.94,22.74,9.34,0,Poor
384.03,3.11,6.51,2,Good
412.37,0.72,7.63,2,Good
269.54,0.55,7.34,3,Excellent
236.11,0.9,7.51,3,Excellent
375.78,1.59,6.67,1,Acceptable
162.39,0.1,7.16,3,Excellent
856.17,5.67,6.88,2,Good
238.65,4.04,6.15,2,Good
813.43,2.44,6.88,2,Good
848.25,0.44,6.03,2,Good
155.51,0.48,7.45,3,Excellent
377.77,2.92,7.73,2,Good
543.09,2.05,7.19,2,Good
765.57,3.89,8.32,2,Good
743.53,15.15,6.43,1,Acceptable
466.85,0.7,6.75,2,Good
578.33,0.42,7.19,3,Excellent
377.0,1.0,7.09,2,Good
246.15,0.1,7.28,3,Excellent
584.79,3.44,6.59,2,Good
1263.63,10.51,5.38,0,Poor
317.89,5.62,6.82,2,Good
309.04,0.15,7.26,3,Excellent
539.14,2.15,6.5,2,Good
749.73,9.83,5.93,1,Acceptable
179.8,0.34,7.22,3,Excellent
1000.39,2.25,7.09,2,Good
703.61,2.18,7.28,1,Acceptable
1438.71,27.84,10.26,0,Poor
727.93,1.46,7.73,2,Good
854.29,4.09,7.76,1,Acceptable
758.19,7.01,7.13,2,Good
705.88,1.99,4.94,1,Acceptable
441.27,1.78,7.08,2,Good
500.21,0.92,6.96,2,Good
424.86,2.76,7.56,2,Good
232.59,0.28,6.94,3,Excellent
373.24,0.19,6.47,2,Good
624.12,0.49,4.24,1,Acceptable
651.03,0.63,7.24,2,Good
212.81,0.33,7.19,3,Excellent
792.16,0.43,6.38,2,Good
197.18,0.46,7.19,3,Excellent
963.96,1.31,6.0,1,Acceptable
1035.47,15.0,5.49,0,Poor
297.63,0.49,7.28,3,Excellent
459.11,1.95,6.5,2,Good
827.98,15.6,8.97,1,Acceptable
246.85,0.16,7.39,3,Excellent
243.09,0.1,7.04,3,Excellent
932.9,6.64,6.07,1,Acceptable
980.89,10.76,7.19,1,Acceptable
950.78,2.28,7.36,2,Good
537.78,4.09,7.02,2,Good
222.77,0.1,7.39,3,Excellent
167.28,0.14,6.99,3,Excellent
194.06,0.12,7.13,3,Excellent
187.3,0.85,7.0,3,Excellent
988.27,13.77,8.59,0,Poor
111.36,0.42,7.39,3,Excellent
747.28,0.49,4.7,1,Acceptable
341.37,0.99,6.59,2,Good
394.98,0.16,6.26,3,Excellent
219.21,0.23,7.14,3,Excellent
598.42,1.4,7.09,2,Good
1075.83,26.18,9.88,0,Poor
156.75,0.56,7.59,3,Excellent
142.69,0.13,6.91,3,Excellent
511.23,1.34,6.64,2,Good
850.12,4.44,7.91,1,Acceptable
564.94,0.24,6.52,2,Good
499.31,1.4,6.8,2,Good
163.89,0.54,7.22,3,Excellent
1121.59,4.02,6.6,2,Good
260.3,0.44,6.94,3,Excellent
140.05,0.22,7.11,3,Excellent
620.92,2.61,7.28,2,Good
596.2,0.2,6.75,2,Good
704.52,5.4,7.29,2,Good
473.17,0.3,6.91,2,Good
666.12,4.79,7.59,1,Acceptable
271.11,1.26,6.62,2,Good
900.65,6.39,8.11,1,Acceptable
547.95,1.56,7.23,2,Good
203.39,0.1,7.45,3,Excellent
514.27,29.88,10.22,1,Acceptable
1079.26,27.26,5.01,0,Poor
1016.73,7.97,6.1,1,Acceptable
778.53,7.43,6.81,0,Poor
328.94,2.78,6.74,2,Good
159.28,0.22,7.07,3,Excellent
1314.01,0.93,6.41,1,Acceptable
115.2,0.79,7.17,3,Excellent
797.24,10.84,8.42,1,Acceptable
540.82,1.76,7.05,2,Good
194.39,0.1,7.44,3,Excellent
291.34,0.28,7.48,3,Excellent
873.76,9.08,5.87,1,Acceptable
445.55,0.31,6.66,2,Good
822.3,1.58,6.94,2,Good
859.58,13.5,5.87,0,Poor
444.73,2.62,7.48,2,Good
958.57,14.5,5.81,1,Acceptable
481.13,3.88,7.03,2,Good
500.8,7.96,10.17,1,Acceptable
1418.31,20.77,5.7,0,Poor
205.63,0.15,7.0,3,Excellent
433.6,0.1,6.97,2,Good
285.76,1.29,7.19,3,Excellent
1104.94,9.34,5.99,0,Poor
761.86,8.51,5.67,1,Acceptable
524.55,6.99,6.58,2,Good
949.34,1.99,7.49,2,Good
336.46,0.53,6.22,2,Good
696.03,0.36,6.47,2,Good
488.62,0.1,6.36,2,Good
199.43,0.37,7.25,3,Excellent
426.4,0.1,6.61,2,Good
838.93,3.18,6.31,1,Acceptable
507.3,0.68,7.45,3,Excellent
730.77,3.3,6.94,3,Excellent
428.38,0.66,6.61,2,Good
543.82,2.71,7.3,2,Good
207.22,0.1,7.43,3,Excellent
553.71,0.54,6.47,2,Good
783.69,5.42,6.78,1,Acceptable
468.27,3.47,7.4,1,Acceptable
1085.04,1.23,6.27,1,Acceptable
411.1,0.64,7.06,2,Good
499.8,5.43,7.53,1,Acceptable
610.72,1.69,6.74,3,Excellent
151.66,0.1,7.27,3,Excellent
315.23,4.61,7.7,2,Good
1452.19,5.57,5.72,0,Poor
814.79,3.95,6.93,2,Good
521.44,0.25,8.06,2,Good
1086.05,3.94,10.06,1,Acceptable
284.33,0.93,6.57,3,Excellent
446.32,1.49,7.1,2,Good
291.0,0.45,7.16,3,Excellent
731.21,2.25,6.66,2,Good
614.68,2.17,5.99,1,Acceptable
555.92,0.1,6.5,2,Good
1198.59,15.93,5.31,0,Poor
473.48,1.78,7.08,2,Good
740.58,1.59,7.37,3,Excellent
422.88,0.97,6.48,2,Good
